Name,Type,Move Power,Move Time,PP,Duration,Range,Description,Scaling,Save
Power Gem,Rock,DEX CHA ,1 action,10,Instantaneous,40ft,A ray of light bursts out of your gemstone_ damaging a creature in range. Make a ranged attack_ dealing rock damage on a hit.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,Missing
Power Split,Psychic,INT WIS ,1 action,5,1 minute_ Concentration,30ft,You use your psychic power to change your offense to match the target's the best you can. Force a creature in range to make a CHA save against your Move DC. On a failure_ choose either your STR_ DEX_ or WIS. For the duration_ replace the chosen ability score with the average of your current score and the target's score.,Missing,CHA
Power Swap,Psychic,WIS INT ,1 bonus action,3,1 round,40ft,As a bonus action_ force a creature in range to make a WIS save against your Move DC. On a failure_ you employ your psychic power to swap a single ability score with a creature until the end of their next turn_ for purposes of attack and damage rolls.,Missing,WIS
Power Trick,Psychic,Missing,1 bonus action,5,1 round,Self,You employ your psychic power to switch your own attack and defense. Until the end of your next turn_ switch your AC with an ability score of your choice (Constitution not included),Missing,Missing
Power Trip,Dark,STR DEX ,1 action,5,Instantaneous,Melee,You boast your strength and attack a target. Make a melee attack_ doing dark damage on a hit. For each unique stat change affecting the user_ add an additional damage dice.,Higher Levels: The damage dice roll for this move changes to 1d6 at level 5_ 1d8 at level 10_ and 1d10 at level 17.,Missing
Power Whip,Grass,STR DEX ,1 action,5,Instantaneous,Melee,You violently whirl your tentacles or vines towards a target. Make a melee attack against a creature_ dealing grass damage on a hit,Higher Levels: The damage dice roll for this move changes to 3d8 at level 5_ 4d10 at level 10_ and 7d8 at level 17.,Missing
Power-Up Punch,Fighting,STR ,1 action,10,Instantaneous,Melee,You strike out with a powerful punch that increases in strength the more you hit. Make a melee attack on a target_ dealing fighting damage on a successful hit against the same creature. For each successful hit_ add an additional damage dice_ with a maximum number of damage dice equal to double the original amount. The damage resets if you miss or target a different creature.,Higher Levels: The damage dice roll for this move changes to 2d6 at level 5_ 3d6 at level 10_ and 4d6 at level 17.,Missing
Precipice Blades,Ground,STR ,1 action,5,Instantaneous,100ft,You gather in the natural energy of the land around you and manifest all of the power into fearsome blades of stone. Make three ranged attack rolls against any creature(s) in range_ dealing ground damage on each successful hit.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 5d4 at level 10_ and 4d8 at level 17.,Missing
Present,Normal,DEX CHA ,1 action,10,Instantaneous,50ft,You send a booby-trapped gift to a creature. Make a ranged attack on a creature in range. On a hit_ the present explodes_ doing normal damage. If the natural attack roll is 2 or lower_ however_ regardless if it hits_ the present provides the target with hit points instead.,Higher Levels: The damage dice roll for this move changes to 2d4 at level 5_ 1d12 at level 10_ and 4d4 at level 17.,Missing
Prismatic Laser,Psychic,DEX WIS ,1 action_ recharge,5,Instantaneous,Self (60ft line),You use the power of a prism to fire a collection of dangerous lasers in a 60 foot line_ 5ft wide. Any creature caught in the line must succeed a DEX save or take psychic damage on a fail_ and half as much on a save. This move cannot be used on consecutive turns by the same creature.,Higher Levels: The damage dice roll for this move changes to 5d6 at level 5_ 6d8 at level 10_ and 6d12 at level 17.,Missing
Protect,Normal,Missing,1 reaction,3,Instantaneous,Self,You sense incoming danger and are able to quickly avoid it. When you are the recipient of the damage and/or effects of a move_ you may automatically avoid the damage/effects on the first instance of this reaction. On future instances of this move in the same combat_ you must roll higher than a 15 on a d20 roll for the reaction to be successful. This reaction may not be used to guard against the damage/effects that result from a natural 20 attack roll.,Missing,Missing
Psybeam,Psychic,DEX INT WIS ,1 action,10,Instantaneous,60ft,You send a beam of invisible_ psychic energy at a target in range. The target must make a WIS saving throw against your Move DC_ taking psychic damage on a fail_ or half as much on a success. Creatures that fail the save by 5 or more become confused.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,WIS
Psych Up,Normal,Missing,1 action,5,Instantaneous,40ft,You sync up with a creature_ copying any positive or negative stat changes affecting them due to weather or moves this combat.,Missing,Missing
Psychic Fangs,Psychic,STR WIS ,1 action,5,Instantaneous,30ft,You materialize a set of large fangs that bite at a creature with psychic energy. Make a ranged attack_ dealing psychic damage on a hit. On a hit_ this move bypasses and ends Aurora veil_ and is not affected by Light Screen and Reflect.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,Missing
Psychic Terrain,Psychic,Missing,1 action,5,3 rounds,Self (40ft radius),Psychic energy emerges from the ground in an 80 foot circle_ centered on you. Begininng at the end of your turn_ for three rounds_ all grounded creatures in the affected area are unable to use bonus actions. Grounded creatures are those that do not have a flying speed or Levitate_ Magnet Rise_ or similar ability. In addition_ creatures may double their MOVE modifier on damage rolls from psychic-type moves activated inside the area.,Missing,Missing
Psychic,Psychic,INT WIS ,1 action,5,Instantaneous,40ft,You tap into a target's mind_ damaging their will to fight. Make a ranged attack on a creature in range_ doing psychic damage on a hit. If the natural attack roll is 18 or higher_ the target becomes confused.,Higher Levels: The damage dice roll for this move changes to 2d10 at level 5_ 3d10 at level 10_ and 4d12 at level 17.,Missing
Psycho Boost,Psychic,WIS INT ,1 action,5,Instantaneous,Self (60ft cone),You send an extremely powerful wave of psychic energy at creatures in a 60 foot cone. Creatures in the wave must make a WIS save against your Move DC_ taking psychic damage on a failure_ or half as much on a success. The power of the move exhausts you_ and your next attack is done at disadvantage. If your next attack requires a creature saving throw_ they have advantage.,Higher Levels: The damage dice roll for this move changes to 4d10 at level 5_ 6d10 at level 10_ and 8d12 at level 17.,WIS
Psycho Cut,Psychic,DEX WIS ,1 action,10,Instantaneous,30ft,You tear at a target with blades formed by psychic power. Make a ranged attack on a creature_ dealing psychic damage on a hit. This move scores a critical hit on natural rolls of 19 or 20.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 2d12 at level 10_ and 6d6 at level 17.,Missing
Psycho Shift,Psychic,WIS INT ,1 action,5,Instantaneous,40ft,You employ your psychic power to transfer a status condition to someone else. Choose a willing ally (or yourself) and a creature in range. Force the target to make a WIS save against your Move DC. on a failure_ a status affecting the ally (or you) is transferred to the target instead.,Missing,WIS
Psyshock,Psychic,INT WIS ,1 action,10,Instantaneous,30ft,You materialize a psychic wave that shocks a creature. Make a ranged attack_ dealing psychic damage on a hit.,Higher Levels: The damage dice roll for this move changes to 2d8 at level 5_ 4d6 at level 10_ and 6d6 at level 17.,Missing
Psystrike,Psychic,INT WIS ,1 action,5,Instantaneous,30ft,You materialize a psychic wave that shocks a creature. Make a ranged attack_ dealing psychic damage on a hit.,Higher Levels: The damage dice roll for this move changes to 2d12 at level 5_ 4d8 at level 10_ and 8d6 at level 17.,Missing
Psywave,Psychic,INT WIS ,1 action,10,Instantaneous,Self (40ft line),You emit a wave of psychic energy in a 40 foot line_ 5 feet wide. Each creature caught in the wave must make a WIS save against your Move DC_ becoming confused on a fail.,Missing,WIS
Punishment,Dark,STR WIS ,1 action,3,Instantaneous,30ft,You send dark energy to punish a creature. Make a ranged attack against a creature_ dealing dark damage on a hit. If the target is currently under the influence of a move or ability that boosts its attack_ damage_ or AC_ increase the damage by one damage dice for each effect.,Higher Levels: The damage dice roll for this move changes to 2d10 at level 5_ 3d10 at level 10_ and 4d10 at level 17.,Missing
Purify,Poison,Missing,1 action,15,Instantaneous,15ft,You extend a healing energy to remove all status effects from a target.Â If a status effect is healed_ it also restores the user's current hit points by twice its level. The user of this move cannot target itself.,Missing,Missing
Pursuit,Dark,STR DEX ,1 reaction,3,Instantaneous,40ft,As a reaction_ when a creature is fleeing or is switched out by their trainer_ you may make a ranged attack roll against it_ doing dark damage on a hit.,Higher Levels: The damage dice roll for this move changes to 1d12 at level 5_ 2d8 at level 10_ and 4d6 at level 17.,Missing
Quash,Dark,STR WIS ,1 action,10,Instantaneous,30ft,You send dark energy at a creature in range_ reducing their will to fight. The target must make a WIS save against your Move DC. On a failure_ it must move to the bottom of the initiative order for this round only. Targets that have already taken their turn in this round are unaffected.,Missing,WIS
Quick Attack,Normal,DEX ,1 bonus action,15,Instantaneous,Melee,You lash out with a quick unarmed strike at a creature in range. As a bonus action_ you can immediately move up to 10ft and make a melee attack against a creature in range without taking an attack of opportunity_ doing normal damage on a hit.,Higher Levels: The damage dice roll for this move changes to 1d6 at level 5_ 1d8 at level 10_ and 1d10 at level 17.,Missing
Quick Guard,Fighting,Missing,1 reaction,3,Instantaneous,30ft,You have the ability to rush to the aid of an ally at the start of combat. If an ally in range (or you) is attacked on the very first turn of the very first round of combat_ you may use your reaction to negate any damage dealt.,Missing,Missing
Quiver Dance,Bug,Missing,1 action,10,1 minute_ Concentration,Self,You lightly perform a mystical dance. For the duration_ add +1 to your AC_ attack rolls_ and damage.,Higher Levels: Add +2 to your AC at level 10 and above,Missing
Rage Powder,Bug,CON CHA ,1 action,3,1 minute,Self (15ft cone),You scatter a cloud of irritating powder_ drawing attacks to yourself. Any creature in a 15 foot cone must make a WIS saving throw against your Move DC. On a failure_ the creature(s) can only use damaging moves that target you for the duration. Any creature affected can repeat the save at the end of each of its turns to shake off the effect.,Missing,WIS
